"id"	"username"	"name"	"created_at"	"lat"	"long"	"status"
"800640169212661763"	"katalogpromosi"	"katalogpromosi"	"2016-11-21 17:01:06"	"null"	"null"	"https://t.co/uI1ctnpOJr Promo Disc Hotel 30%, Tix Pesawat s/d Rp.100.000 & Tix Kereta Api Rp.25.000 dgn CC OCBC NISP https://t.co/ej81ttj4XZ"
"800640167161647104"	"frenchie_id"	"Frenchie"	"2016-11-21 17:01:05"	"null"	"null"	"RT @sushi_ya: Sushi Gangs, tinggal 9 hari lagi loh promo Student ID Discount! Jangan lupa ya siapkan student ID kamu dan dapetin diskon 15%…"
"800640088312905728"	"babyzaniaID"	"Babyzania.com"	"2016-11-21 17:00:46"	"null"	"null"	"Diskon 35% untuk pembelian Baby Parcel Cribcot. Harga mulai dari Rp 427.700. Cek selengkapnya di… https://t.co/vLr3Z5TeMl"
"800640035175460864"	"oshoptv"	"OSHOP TV"	"2016-11-21 17:00:34"	"null"	"null"	"YEAR END SALE! Kapan lagi Bunda bisa beli produk-produk berkualitas dengan diskon hingga 73%+23%? #YESOSHOP… https://t.co/JrgKYG9TwJ"
"800639906246586368"	"LawsonIndonesia"	"Lawson Indonesia"	"2016-11-21 17:00:03"	"null"	"null"	"Mau ngemil? waktunya memilih varian Oden kesukaan kamu di Lawson. ^^ Karena khusus bulan ini ada Diskon Rp 2.000 di… https://t.co/GLQmHlqMUD"
"800639904942276608"	"rumahmadani"	"Rumah Madani"	"2016-11-21 17:00:03"	"null"	"null"	"Diskon 10% Gamis Syar'i Folia Terbaru  Didesain khusus sesuai dengan kebutuhan muslimah, tetap nyaman dan sesuai... https://t.co/DwJ3ebEzly"
"800639903054839808"	"blanjacom"	"blanja.com"	"2016-11-21 17:00:02"	"null"	"null"	"Khusus pemegang Debit BTN Online, dapatkan DISKON 25% ALL PRODUCT!  Masukkan kode BTN25 di sini >>… https://t.co/WqI9ffQNQ3"
"800639902518038528"	"katalogpromosi"	"katalogpromosi"	"2016-11-21 17:00:02"	"null"	"null"	"https://t.co/qxNJxEXEnB Promo TERBAIK UNTUK KELUARGA! Diskon Spesial hingga 70% https://t.co/d6SNYsfYee https://t.co/N87GzvEaik"
"800639901423149058"	"atmprima"	"Jaringan ATM PRIMA"	"2016-11-21 17:00:02"	"null"	"null"	"Flash Sale @LazadaID diskon besar-besaran untuk ratusan produk keren! Praktis lagi bayarnya di ATM BCA  #tipsPRIMA"
"800639901213466624"	"hardrockfmbdg"	"87.7 HardRock FM Bdg"	"2016-11-21 17:00:02"	"null"	"null"	"Mau Domain, Hosting, Cloud VPS, atau Dedicated Server? Di @Qwordsdotcom semuanya DISKON! Pesan sekarang… https://t.co/j3MlcAaMtd"
"800639899741331458"	"naskarwiro"	"NasiBakarWirobrajan"	"2016-11-21 17:00:01"	"null"	"null"	"DISKON 20% untuk kalian semua jam 11.00-17.00 Tanpa syarat apapun :) https://t.co/q09pZEZzp4"
"800639899678298112"	"LazadaID"	"Lazada.co.id"	"2016-11-21 17:00:01"	"null"	"null"	"Dapatkan berbagai perlengkapan dapur dari Oxone dengan diskon hingga 70% di #LazadaID  https://t.co/p0v9sKmAUX… https://t.co/tPtV2IERUu"
"800639896453054464"	"TCASH_ID"	"Telkomsel TCASH"	"2016-11-21 17:00:01"	"null"	"null"	"Gimana hari Senin kamu? Ngopi dulu yuk! #pakeTCASH kamu di Coffee Bean buat dapetin diskon 50% setiap Senin. https://t.co/Eusvkuy8AT"
"800639798079815680"	"chamidiyah"	"chusnul chamidiyah"	"2016-11-21 16:59:37"	"null"	"null"	"Hay hay hay.... Diskon GG hari terakhir yaaa Kapan lagi coba dapet diskon 20% dr GG tanpa minimal order???... https://t.co/1sBfnRhRWI"
"800639570861703168"	"Nrossalina"	"Novianti Rossalina"	"2016-11-21 16:58:43"	"null"	"null"	"Promosi paling gampang adalah dg diskon harga @indonesia_next #indonesianext2016 #bikinindonesiakeren"
"800639382730379264"	"zulfarhakim90"	"Zulfar Hakim"	"2016-11-21 16:57:58"	"null"	"null"	"= = Promo terbaru November 2016 = =. Kredit Motor Yamaha Vixion KS Advance Diskon 2 Juta, atau bayar DP mulai"
"800639113170817025"	"Jennierapgrl"	"Jennie김•FOLLBACK"	"2016-11-21 16:56:54"	"null"	"null"	"@rlhaneulina_ diskon brp persen buat bln ini?? /?"
"800639085807177729"	"amelliaaptri"	"ameliaptr."	"2016-11-21 16:56:47"	"null"	"null"	"RT @Bellanahs: Coba aja, mana ada cewek yang bisa sebentar kalo belanja. Apalagi ada diskon."
"800638944769544192"	"NarutoFamily2"	"Naruto Family"	"2016-11-21 16:56:14"	"null"	"null"	"#Sports FOTO: Promo November, Rockpot MaRI Beri Diskon Hingga 70 Persen https://t.co/k8XhgkOXxk #Assadiqulhaq"
"800638853899894784"	"NarutoFamily2"	"Naruto Family"	"2016-11-21 16:55:52"	"null"	"null"	"#NewsMakassar FOTO: Promo November, Rockpot MaRI Beri Diskon Hingga 70 Persen https://t.co/lca9eAo3OI #Assadiqulhaq"
"800638791656443904"	"CitilinkTicket"	"Citilink Agent"	"2016-11-21 16:55:37"	"null"	"null"	"Travel Fair On-line Dimulai, Diskon Hingga 70 Persen - Tempo https://t.co/4N3Anecf8Y #travel"
"800638714300858368"	"luarkampung"	"pemburu"	"2016-11-21 16:55:19"	"null"	"null"	"@penerbitkpg diskon khusus pelajar dong"
"800638679358152704"	"katalogpromosi"	"katalogpromosi"	"2016-11-21 16:55:10"	"null"	"null"	"GARUDA INDONESIA Promo Diskon hingga 25% + Cicilan 0% selama 3 bulan dengan KARTU KREDIT HSBC https://t.co/yRVnG2AM3G"
"800638427255504896"	"toserbayogyaYBS"	"YOGYA BOJONGSOANG"	"2016-11-21 16:54:10"	"null"	"null"	"Jangan ngaku pencinta apel dan pear kalo belum ngeborong promo seru yang satu ini 🙌 diskon 15%… https://t.co/MXWYDfHZtO"
"800638128293711872"	"millymillea"	"Millea"	"2016-11-21 16:52:59"	"null"	"null"	"Ditambah diskon 21% semua item di @lemarisimilly. Hanya hari ini. 21 November.  Dalam rangka apa? Pengin aja ☺ #21november #november21"
"800637995229421568"	"VerraViandra"	"Verra Viandra"	"2016-11-21 16:52:27"	"null"	"null"	"Diskon 50 Persen Paket Servis Lengkap Untuk Guru https://t.co/HNCEITrlq5 https://t.co/WBc6cYDKLH"
"800637865122271232"	"seventh_joe"	"Seventh JOE"	"2016-11-21 16:51:56"	"null"	"null"	"#MALLQITA.co #onlineshopping #onlinestore #hemat #diskon https://t.co/4mTBqDifJ7"
"800637829093068800"	"kmjjisoo"	"J. S O O"	"2016-11-21 16:51:48"	"null"	"null"	"@rlhaneulina_ aku mah beda kalo ada yg diskon malah biasa aja :("
"800637654375116801"	"daviflorist"	"Bunga Davi"	"2016-11-21 16:51:06"	"null"	"null"	"Dapatkan harga spesial + diskon 5% untuk setiap order bunga papan Congrate atau Condolence di #bungadaviflorist Info:https://t.co/Z0CYjafH8I"
"800637446312624128"	"Giladiskon"	"Giladiskon Indonesia"	"2016-11-21 16:50:16"	"null"	"null"	"SUPER Sale @MatahariMallCom  Diskon hingga 82%,Info-->  https://t.co/s0hoWp80XG"
"800637443519062019"	"katalogpromosi"	"katalogpromosi"	"2016-11-21 16:50:16"	"null"	"null"	"https://t.co/O5wxNuBkTu Promo Tambahan Diskon Hotel 10% dengan Kartu Kredit BCA https://t.co/sBsnauFvbv"
"800637427551326208"	"VaingloryID"	"Vainglory Indonesia"	"2016-11-21 16:50:12"	"null"	"null"	"RT @VaingloryID: KAMU YANG MENGENDALIKAN HARGA! RT sekarang dan beritahu temanmu untuk meningkatkan diskon Black Friday #Vainglory.  https:…"
"800636956405207040"	"tineyo11"	"🐙 Yulia Zeekwa 🐙"	"2016-11-21 16:48:20"	"null"	"null"	"RT @waxhaus: Dapatkan diskon 10% untuk kamu pemilik member Tunas Group. https://t.co/x3PWi7Bv3M #WaxWithBenefit https://t.co/BSERBBhK7j"
"800636932619309057"	"1124whitefaith"	"Lydia Wang 왕현상"	"2016-11-21 16:48:14"	"null"	"null"	"@indotix ada number seatnya kak? Blm ada promo diskon tiket ya? Hohoho..."
"800636884019838976"	"binjaisupermall"	"Binjai Supermall"	"2016-11-21 16:48:02"	"null"	"null"	"Diskon 30% semua produk di @LesFemmesBags Binjai Supermall tanggal 25 November 2016 pukul 18.00 - 20.00 WIB https://t.co/Nw37U1Gi4A"
"800636697541128193"	"hendryjade"	"hendryjade"	"2016-11-21 16:47:18"	"null"	"null"	"Pengen ke Snowbay dapat diskon 40% pakai Kartu Debit BNI. #BNITaplus https://t.co/KyeVKbfaUn"
"800636658550849536"	"kelincisawah"	"Petani Awan"	"2016-11-21 16:47:09"	"null"	"null"	"eehhhh udah mau desember lagi, mau pasang baliho ah, fotonya saya, dibawahnya pake tulisan ""DISKON AKHIR TAHUN"", pasang di pintu tol pasteur"
"800636496894185472"	"seventh_joe"	"Seventh JOE"	"2016-11-21 16:46:30"	"null"	"null"	"#MALLQITA.co #onlineshopping #onlinestore #hemat #diskon https://t.co/VoTLB6kTHv"
"800636225384132610"	"Hotel2Murah"	"Hotel Murah"	"2016-11-21 16:45:25"	"null"	"null"	"yuk #liburan ke #bali #hotel lagi #diskon besar2an cek harga disini https://t.co/KVSEeOmn3G  #HotelMurah https://t.co/Zuj3Mav22h"
"800636187996262400"	"LOGOJEANS"	"LOGO Jeans"	"2016-11-21 16:45:16"	"null"	"null"	"Bosan pakai Jeans terus? Coba pakai Cullote yuk! Skrg lagi DISKON 20% loh! Cek koleksinya disini >>… https://t.co/EvMKo1hvib"
"800636181562068993"	"katalogpromosi"	"katalogpromosi"	"2016-11-21 16:45:15"	"null"	"null"	"AirAsiaGo Promo Tambahan Diskon Rp.175.000,- dengan Kartu Kredit BCA https://t.co/driDaDiKqe"
"800636115073966080"	"IndonesiaGaruda"	"Garuda Indonesia"	"2016-11-21 16:44:59"	"null"	"null"	"@anthontrip Saat ini sudah tersedia promo diskon 25% utk redemption ticket dgn pemesanan s.d 3 Desember 2016. Tks - Harry"
"800635971913928705"	"GudangJaya"	"Gudangjaya.com"	"2016-11-21 16:44:25"	"null"	"null"	"Toko Ac Elektronik Depok,Diskon Setiap Hari,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Bergaransi Resmi Pabrik. https://t.co/g0jezG5SSY"
"800635703184891904"	"ayowangi_parfum"	"PARFUMFM"	"2016-11-21 16:43:21"	"null"	"null"	"parfum merk Emporio Armani City Glam Him - Lacoste Challenge sedang diskon 100ml 4 jt,di fm hanya 250.000 pin:225019A4 @banteniklan"
"800635689381412864"	"GudangJaya"	"Gudangjaya.com"	"2016-11-21 16:43:18"	"null"	"null"	"Toko Ac Elektronik Depok,Diskon Setiap Hari,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Bergaransi Resmi Pabrik. https://t.co/juWedIN9in"
"800635416403537920"	"KoranTerkini"	"Berita Terkini"	"2016-11-21 16:42:13"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/nAJ9OIUYBY #otomotif"
"800635397751484416"	"AyyumieAyyumm"	"ムyyuℳ¡e シ"	"2016-11-21 16:42:08"	"null"	"null"	"yang Masihh bisa di PESAN kesayangannnn semua 😍😍😍😍😘😘😘😘💓💓💓💕💕💕💕💕💕  Beli Banyakk DISKON lohhhh 💋💋💋  Bnayak Bonusssss jugaa 😗😗😗"
"800635350485827585"	"InfoAktualita"	"Info Aktualita"	"2016-11-21 16:41:57"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/bqTcQ47MuR"
"800635345091952640"	"popiceria"	"Patricia Oryza Putri"	"2016-11-21 16:41:56"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/ge2wcmicF5"
"800635338162999297"	"RahmatAmal"	"RAHMAT EKHA PUTRA"	"2016-11-21 16:41:54"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/zDU9rrsJcu"
"800635336984383488"	"4_Uguys"	"Kabar Kami"	"2016-11-21 16:41:54"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/E3Ycxm6AF0"
"800635326091776002"	"PantauKabar"	"Pantau Kabar"	"2016-11-21 16:41:51"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/1ULHQTkmuL"
"800635316058996736"	"rinduinul"	"Rindu Inul"	"2016-11-21 16:41:49"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/jMumidvUod"
"800635191568044032"	"1beritaotomotif"	"Lianna Wongso"	"2016-11-21 16:41:19"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/xSCpRSZdWi #1beritaotomotif #otomotif https://t.co/A1dGerzjeR"
"800635180897681408"	"suaranusa"	"Suara Nusantara"	"2016-11-21 16:41:16"	"null"	"null"	"FOTO: Promo November, Rockpot MaRI Beri Diskon Hingga 70 Persen https://t.co/TxT1Q01tqe"
"800635113172246528"	"katalogpromosi"	"katalogpromosi"	"2016-11-21 16:41:00"	"null"	"null"	"THE BODY SHOP Promo Diskon 20% untuk pembelian limited edition body product edisi Christmas dengan Kartu MANDIRI https://t.co/zQ0sCCGs4j"
"800634579946115072"	"gheasafferina"	"ghea safferina"	"2016-11-21 16:38:53"	"null"	"null"	"Siap-siap banjir diskon, yeaaay! https://t.co/dIiN00AAoV juga bakal berpartisipasi loh :) https://t.co/7LTjREmIdG"
"800634232552898560"	"sookwanglee"	"KWANGSOO"	"2016-11-21 16:37:30"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/qGvEiL8EG9"
"800634217243635712"	"nikitayap"	"nikita yaphet"	"2016-11-21 16:37:27"	"null"	"null"	"@eleveniacare bbrp bln lalu saya beli voucher mokado diskon soursally.. tp waktu mau di pake ket dr soursally voucer ga bs di pake gmn ya?"
"800634156107505665"	"NnoerRch"	"NnoerRch"	"2016-11-21 16:37:12"	"null"	"null"	"RT @InfoSuperIndo: Menyambut Hari Ikan Nasional, yuk dptkan diskon 20% untuk aneka ikan super segar di Super Indo. Bisa langsung dibakar/ d…"
"800634132841791488"	"arfandywinardy"	"Arfandy Winardy"	"2016-11-21 16:37:06"	"null"	"null"	"🤗Diskon Hotel Santika & Amaris Group 😍 Booking Lebih Hemat di CK Travel  -Amaris Hotel… https://t.co/DgrzN7DuM5"
"800633972199923712"	"ngetwitsendiri"	"@ngetwitsendiri"	"2016-11-21 16:36:28"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/AZl6YAhpeb https://t.co/383MJEcC9m"
"800633943594631168"	"GreenRanger1926"	"GreenWorld"	"2016-11-21 16:36:21"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/JbTfcDBo1V"
"800633942449623040"	"adhyt_is_adhyt"	"adhyt"	"2016-11-21 16:36:21"	"null"	"null"	"@TransStudioBdng Min.. Harga tiket anak-anak weekdays brp? Berlaku jg gak diskon 50%"
"800633914133839872"	"cippy_85"	"cippy cip"	"2016-11-21 16:36:14"	"null"	"null"	"diskon lg.. https://t.co/OrtD45V4j1"
"800633913651535872"	"beerritaa"	"BERITA TERKINI"	"2016-11-21 16:36:14"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/1eDW4CjlTo #beritaterkini https://t.co/9f1Q9MFVG1"
"800633852481806336"	"indberitanews"	"indoberitanews"	"2016-11-21 16:36:00"	"null"	"null"	"VIVAcoid : Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/sUa79G4nIj… https://t.co/pkhbHbrjEv) https://t.co/nBP1fiGmxm"
"800633745640304640"	"apinxkjej_"	"jiay"	"2016-11-21 16:35:34"	"null"	"null"	"@blqckhole 14, 15, 34 Tuh di diskon"
"800633715353219072"	"GudangJaya"	"Gudangjaya.com"	"2016-11-21 16:35:27"	"null"	"null"	"Toko Ac Elektronik Depok,Diskon Setiap Hari,Jual Ac,Kulkas,Mesin cuci,Led tv Terbaru,Bergaransi Resmi Pabrik. https://t.co/yHYvyBOk9t"
"800633657631379456"	"MasAcuy"	"#Mas Acuy"	"2016-11-21 16:35:13"	"null"	"null"	"#Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/SR3tb0VutB"
"800633652455604224"	"katalogpromosi"	"katalogpromosi"	"2016-11-21 16:35:12"	"null"	"null"	"KFC Diskon Rp 10.000 untuk Paket Hot and Cheesy Chicken atau Super Besar dengan TELKOMSEL TCASH https://t.co/WTwO09oH32"
"800633600332865536"	"Nukleula"	"Dinul Sakti Gultom"	"2016-11-21 16:35:00"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/BZuOJ1rF9O"
"800633553297911808"	"ervandes12"	"Rahmat Dervandes"	"2016-11-21 16:34:48"	"null"	"null"	"#OPENFOLLOW Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/XagfnLUrbC #JFB #TeamFollowBack"
"800633552509358080"	"KamiKabarkan"	"#KamiKabarkan"	"2016-11-21 16:34:48"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/zmWwchUXEk"
"800633527645700097"	"kabarberita"	"Top Stories"	"2016-11-21 16:34:42"	"null"	"null"	"Diskon Besar Honda Vario di Akhir Tahun https://t.co/XPjEpxlDmW"
"800633518787350528"	"PasarMobilSolo"	"pasar mobil solo"	"2016-11-21 16:34:40"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/uQTKFHnj6H #VivaOto"
"800633517214470144"	"PasarMobilSolo"	"pasar mobil solo"	"2016-11-21 16:34:40"	"null"	"null"	"Diskon Besar Honda Vario di Akhir Tahun https://t.co/vSQ7G78wMJ #VivaOto"
"800633499300433920"	"giel2nd"	"News"	"2016-11-21 16:34:35"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/0wr3zBV9Us"
"800633476579999744"	"Decacaz"	"Explosion Tweet 2"	"2016-11-21 16:34:30"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/HXUn4ehXZc"
"800633476319842304"	"r_mahmudin"	"Mahmudien"	"2016-11-21 16:34:30"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/MKNmy1CkUa"
"800633451325976577"	"Hilman"	"Tirai Bambu"	"2016-11-21 16:34:24"	"null"	"null"	"RT @pecel2u: Secara psikologi, diskon hunter akan milih ini daripada yg angka bulat. Karena masih sering terbukti, beli kt4 lain hanya beda…"
"800633440320139265"	"ruddiantosudraj"	"Ruddianto Sudrajat"	"2016-11-21 16:34:21"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/fK34Sf1BbR #LoveU"
"800633304500211713"	"AhmadAlkuncunx"	"Ahmad Al kuncunx 015"	"2016-11-21 16:33:49"	"null"	"null"	"RT @LarissaCenter: NOVEMBER RAIN, HUJAN PROMO LARISSA ONLINESHOP  DISKON FREE ONGKIR KE SELURUH INDONESIA Read more > https://t.co/795pxRuP…"
"800633264297807872"	"stikomsurabaya"	"STIKOM SURABAYA"	"2016-11-21 16:33:39"	"null"	"null"	"DISKON UP TO 100% BIAYA PENGEMBANGAN di STIKOM SURABAYA mor info: penmaru@stikom.edu , 082225555456,… https://t.co/zq724cOiQJ"
"800633205883695104"	"infotambahan"	"Info Tambahan"	"2016-11-21 16:33:25"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/PrxxgilX0T"
"800633175009439744"	"SptnIrfan"	"Septian Irfan"	"2016-11-21 16:33:18"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/vFadp5eTGW"
"800633152259510272"	"beritik"	"Beritik"	"2016-11-21 16:33:13"	"null"	"null"	"#Berita: Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/XzSTyId7T6 · By #SbyCuk https://t.co/gKKXClw7rD"
"800633009829449728"	"mutia_ratna"	"Mutia Ratna"	"2016-11-21 16:32:39"	"null"	"null"	"uhuy produk baru di bulan November iniiii diskon 30% yuuk  cc : Mutia Ratna, Mutia Ratna II https://t.co/QpsIi7stcS"
"800632912538275841"	"khanbinIkon"	"Hanbin"	"2016-11-21 16:32:16"	"null"	"null"	"smartfrencare: KhanzaAulia11 Untuk penawaran berupa diskon khusus bagi Pelanggan kami yang masih menggunakan perangkat CDMA berbeda-beda (1…"
"800632900203016193"	"KicauPulitik"	"Kicau Politik"	"2016-11-21 16:32:13"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/E5szYl3EhA"
"800632774386479105"	"YogrtID"	"Yogrt"	"2016-11-21 16:31:43"	"null"	"null"	"masih ada sedikit lagi ! Voucher 50% diskon untuk belanja tanpa minimum pembelian. Download Yogrt di… https://t.co/UH36G20fSA"
"800632740832038913"	"bisnisviabb"	"Jualan Via Ponsel"	"2016-11-21 16:31:35"	"null"	"null"	"Dua Motor Sport Yamaha dapat Diskon Jelang Akhir Tahun https://t.co/bhfUuwDw0y"
